title,link,price,carYear,location,mileage,engineSize,engineType,Transmission,Colour,Owners,NCT,BodyType
Mercedes-Benz E-Class 200 Cdi ELEGANCE F/L AUTO,http://www.carzone.ie/search/Mercedes-Benz/E-Class/200-Cdi-/42813941115272960/advert?channel=CARS,"45,950",2013 ,Dublin,"11,000",2.1,Diesel,Automatic,Metallic Cavansite Blue,1,"February, 2017",Saloon
Mercedes-Benz E-Class 200 CDI BE F/L 4DR A AUTO,http://www.carzone.ie/search/Mercedes-Benz/E-Class/200-CDI-/45113984318347460/advert?channel=CARS,"45,950",2013 ,Cork,"11,231",2.1,Diesel,Automatic,Silver,1,,Saloon
Mercedes-Benz E-Class 220 CDI BE AVANTGARDE F/L 4DR,http://www.carzone.ie/search/Mercedes-Benz/E-Class/220-CDI-/45013985194048290/advert?channel=CARS,"45,950",2013 ,Kildare,"14,323",2.1,Diesel,Automatic,Black,1,,Saloon
Mercedes-Benz E-Class 200 CDI BE AVANT 4DR Auto,http://www.carzone.ie/search/Mercedes-Benz/E-Class/200-CDI-/50914011860998640/advert?channel=CARS,"45,950",2013 ,Kildare,"21,127",2.1,Diesel,Automatic,Metallic Black,1,"April, 2017",Saloon
Mercedes-Benz E-Class NEW MODEL SE AVANTGARDE,http://www.carzone.ie/search/Mercedes-Benz/E-Class/NEW-MODE/37613827122726050/advert?channel=CARS,"46,950",2013 ,Meath,"1,000",2.2,Diesel,Manual,Iridium Silver,1,,Saloon
Mercedes-Benz E-Class,http://www.carzone.ie/search/Mercedes-Benz/E-Class/49914007030440510/advert?channel=CARS,"46,950",2013 ,Dublin,"9,320",2.1,Diesel,Automatic,Tenorite Grey,1,,Saloon
Mercedes-Benz E-Class,http://www.carzone.ie/search/Mercedes-Benz/E-Class/50114007030445240/advert?channel=CARS,"46,950",2013 ,Dublin,"10,199",2.1,Diesel,Manual,Obsidian Black,1,,Saloon
Mercedes-Benz E-Class 220 Cdi Avantgarde Pack.,http://www.carzone.ie/search/Mercedes-Benz/E-Class/220-Cdi-/46513999119652450/advert?channel=CARS,"46,950",2013 ,Dublin,"11,000",2.1,Diesel,Manual,Metallic Iridium Silver,0,"May, 2016",Saloon
Mercedes-Benz E-Class,http://www.carzone.ie/search/Mercedes-Benz/E-Class/50214007030442240/advert?channel=CARS,"46,950",2013 ,Dublin,"11,999",2.1,Diesel,Automatic,Tenorite Grey,1,,Saloon
Mercedes-Benz E-Class E 220 CDI BE ELEGANCE AUTO SEDAN FACELIFT,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E-220-CD/42313966091216090/advert?channel=CARS,"45,950",2013 ,Dublin,"6,835",2.1,Diesel,Automatic,Metallic Iridium Silver,1,"March, 2017",Saloon
Mercedes-Benz E-Class E SERIES,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E-SERIES/50814012794252270/advert?channel=CARS,"41,950",2013 ,Wexford,"22,369",2.1,Diesel,Automatic,Silver,1,,Saloon
Mercedes-Benz E-Class E250 AMG SPORT // HUGE SPEC,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E250-AMG/34513668013763880/advert?channel=CARS,"42,750",2013 ,Dublin,"17,000",2.1,Diesel,Automatic,Iridium,1,,Saloon
Mercedes-Benz E-Class E200 CDI BE ELEGANCE ECO 4,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E200-CDI/36513767332674980/advert?channel=CARS,"42,950",2013 ,Westmeath,"12,365",2.1,Diesel,Automatic,Black,1,"January, 2017",Saloon
